action,true_fidelity,useful
PURIFY,0.6323038339614868,True
PURIFY,0.6372898817062378,True
PURIFY,0.0,False
PURIFY,0.6323320865631104,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6502926349639893,True
PURIFY,0.6480201482772827,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6560888290405273,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6407356262207031,True
PURIFY,0.6540184020996094,True
PURIFY,0.0,False
PURIFY,0.6547239422798157,True
PURIFY,0.6620665192604065,True
PURIFY,0.648379385471344,True
PURIFY,0.0,False
PURIFY,0.637559175491333,True
PURIFY,0.6240329742431641,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6324045062065125,True
PURIFY,0.6182617545127869,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6444106101989746,True
PURIFY,0.6257684826850891,True
PURIFY,0.0,False
PURIFY,0.6230427026748657,False
PURIFY,0.0,False
PURIFY,0.646998941898346,True
PURIFY,0.6422679424285889,True
PURIFY,0.644168496131897,True
PURIFY,0.647646427154541,True
PURIFY,0.6532242894172668,True
PURIFY,0.6373573541641235,True
PURIFY,0.6282426714897156,True
PURIFY,0.6413240432739258,True
PURIFY,0.6201232075691223,False
PURIFY,0.6278955340385437,True
PURIFY,0.6141634583473206,False
PURIFY,0.0,False
PURIFY,0.6203790903091431,False
PURIFY,0.6472892761230469,True
PURIFY,0.0,False
PURIFY,0.6611664891242981,True
PURIFY,0.0,False
PURIFY,0.6590416431427002,True
PURIFY,0.0,False
PURIFY,0.6602984666824341,True
PURIFY,0.6540166735649109,True
PURIFY,0.6489782929420471,True
PURIFY,0.6386971473693848,True
PURIFY,0.6235017776489258,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.5998401045799255,False
PURIFY,0.5673972368240356,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6840194463729858,True
PURIFY,0.6676834225654602,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6754016876220703,True
PURIFY,0.652439296245575,True
PURIFY,0.0,False
PURIFY,0.6124303340911865,False
PURIFY,0.0,False
PURIFY,0.6267595887184143,True
PURIFY,0.0,False
PURIFY,0.6511901617050171,True
PURIFY,0.6358376741409302,True
PURIFY,0.5988340377807617,False
PURIFY,0.0,False
PURIFY,0.6007092595100403,False
PURIFY,0.5983524918556213,False
PURIFY,0.6165671348571777,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6429444551467896,True
PURIFY,0.0,False
PURIFY,0.6332677602767944,True
PURIFY,0.0,False
PURIFY,0.6456995606422424,True
PURIFY,0.6548678278923035,True
PURIFY,0.6580986976623535,True
PURIFY,0.0,False
PURIFY,0.6332807540893555,True
PURIFY,0.0,False
PURIFY,0.6396333575248718,True
PURIFY,0.6563367247581482,True
PURIFY,0.6656278967857361,True
PURIFY,0.6524304151535034,True
PURIFY,0.36122316122055054,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6511780619621277,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6743794083595276,True
PURIFY,0.6743307113647461,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6811976432800293,True
PURIFY,0.6637609004974365,True
PURIFY,0.0,False
PURIFY,0.676449179649353,True
PURIFY,0.6679551601409912,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6645412445068359,True
PURIFY,0.6609302163124084,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6542001366615295,True
PURIFY,0.0,False
PURIFY,0.6524507999420166,True
PURIFY,0.6519124507904053,True
PURIFY,0.6571951508522034,True
PURIFY,0.6494645476341248,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6345912218093872,True
PURIFY,0.0,False
PURIFY,0.6695983409881592,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6863966584205627,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.679463267326355,True
PURIFY,0.6753762364387512,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6691749691963196,True
PURIFY,0.6659614443778992,True
PURIFY,0.6597788333892822,True
PURIFY,0.6443000435829163,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.6767312288284302,True
PURIFY,0.6918462514877319,True
PURIFY,0.6771435141563416,True
PURIFY,0.6819980144500732,True
PURIFY,0.0,False
PURIFY,0.6865024566650391,True
PURIFY,0.0,False
PURIFY,0.0,False
PURIFY,0.705791711807251,True
PURIFY,0.7122343182563782,True
PURIFY,0.0,False
