c_inference_J,c_qpu_J,c_failure_J,c_fidelity_purify_J,benefit_purify_J,c_latency_wait_J,c_energy_memory_wait_J,c_missed_opportunity_halt_J,p_good,c_inference_J_norm,c_qpu_J_norm,c_failure_J_norm,c_fidelity_purify_J_norm,benefit_purify_J_norm,c_latency_wait_J_norm,c_energy_memory_wait_J_norm,c_missed_opportunity_halt_J_norm
5e-05,9.999999999999999e-06,7.049551543562354e-07,1.4818472532025835e-06,2.5302545779956944e-05,1e-09,1e-08,2.5302545779956944e-05,0.5060509155991388,0.0,0.0,0.032870154609728,0.33062359348761056,0.6693764065123919,0.0,0.0,0.6693764065123919
5e-05,9.999999999999999e-06,7.038946855061568e-07,1.483899939710027e-06,2.5268334338166215e-05,1e-09,1e-08,2.5268334338166215e-05,0.5053666867633243,0.0,0.0,0.021298090416649353,0.38489440240933326,0.6151055975906633,0.0,0.0,0.6151055975906633
5e-05,9.999999999999999e-06,7.125261564053491e-07,1.492682542032326e-06,2.5121957632794568e-05,1e-09,1e-08,2.5121957632794568e-05,0.5024391526558913,0.0,0.0,0.11548655745058478,0.6170968993520306,0.3829031006479704,0.0,0.0,0.3829031006479704
5e-05,9.999999999999999e-06,7.12177154663828e-07,1.4873702243390609e-06,2.5210496261015653e-05,1e-09,1e-08,2.5210496261015653e-05,0.504209925220313,0.0,0.0,0.11167817537875105,0.47664497090741564,0.523355029092584,0.0,0.0,0.523355029092584
5e-05,9.999999999999999e-06,7.117646267967202e-07,1.4884470480474192e-06,2.519254919920968e-05,1e-09,1e-08,2.519254919920968e-05,0.5038509839841936,0.0,0.0,0.10717658256039293,0.5051150239363518,0.4948849760636495,0.0,0.0,0.4948849760636495
5e-05,9.999999999999999e-06,7.11261704584956e-07,1.4864050991297536e-06,2.5226581681170775e-05,1e-09,1e-08,2.5226581681170775e-05,0.5045316336234155,0.0,0.0,0.10168858720981946,0.4511281052633365,0.5488718947366658,0.0,0.0,0.5488718947366658
5e-05,9.999999999999999e-06,7.112814336085193e-07,1.4885426620542253e-06,2.519095563242958e-05,1e-09,1e-08,2.519095563242958e-05,0.5038191126485916,0.0,0.0,0.10190387455854655,0.5076429547600784,0.49235704523992513,0.0,0.0,0.49235704523992513
5e-05,9.999999999999999e-06,7.102890236092207e-07,1.4776540831077454e-06,2.5372431948204246e-05,1e-09,1e-08,2.5372431948204246e-05,0.5074486389640849,0.0,0.0,0.09107448318426377,0.21976071590351096,0.7802392840964911,0.0,0.0,0.7802392840964911
5e-05,9.999999999999999e-06,7.034677841534682e-07,1.4869801447191037e-06,2.521699758801494e-05,1e-09,1e-08,2.521699758801494e-05,0.5043399517602988,0.0,0.0,0.016639651031977606,0.46633168807431685,0.5336683119256829,0.0,0.0,0.5336683119256829
5e-05,9.999999999999999e-06,7.045317826097946e-07,1.4857224824370777e-06,2.523795862604871e-05,1e-09,1e-08,2.523795862604871e-05,0.5047591725209741,0.0,0.0,0.028250231047630373,0.4330804589419649,0.5669195410580401,0.0,0.0,0.5669195410580401
5e-05,9.999999999999999e-06,7.087887245813818e-07,1.4777187844623836e-06,2.5371353592293606e-05,1e-09,1e-08,2.5371353592293606e-05,0.5074270718458721,0.0,0.0,0.07470289748641057,0.22147134967141302,0.7785286503285863,0.0,0.0,0.7785286503285863
