F_before,F_after,delta_F,success_probability,purification_gain,resource_cost_pairs,useful
0.671742717852559,0.7038566423666424,0.03211392451408335,0.6581039289437004,0.03211392451408335,2,True
0.6583672521295084,0.6886636657213366,0.03029641359182822,0.6482345000993824,0.03029641359182822,2,True
0.6524706392094406,0.6819069962524604,0.029436357043019834,0.6439845470450271,0.029436357043019834,2,True
0.6586827160666681,0.6890241530857866,0.03034143701911851,0.6484636110325588,0.03034143701911851,2,True
0.6527547446630081,0.6822333352279929,0.029478590564984808,0.6441878971987242,0.029478590564984808,2,True
0.6759762176581656,0.7086251673514181,0.032648949693252494,0.6612939893425392,0.032648949693252494,2,True
0.6819813605014969,0.7153547415338456,0.03337338103234866,0.6658736851739769,0.03337338103234866,2,True
0.6846995702612987,0.7183872990774105,0.03368772881611182,0.6679677478980955,0.03368772881611182,2,True
0.6919910693039858,0.726479319812861,0.03448825050887516,0.673649871417316,0.03448825050887516,2,True
0.6936536485926738,0.7283155837520382,0.03466193515936444,0.6749587199196369,0.03466193515936444,2,True
0.6847816705945805,0.7184787607244913,0.033697090129910845,0.6680312009644569,0.033697090129910845,2,True
0.6751268675594759,0.707670072651775,0.03254320509229902,0.6606514253519394,0.03254320509229902,2,True
0.6671370441546379,0.6986466038201314,0.031509559665493514,0.6546696120942826,0.031509559665493514,2,True
0.6718318333410126,0.7039572240875358,0.03212539074652321,0.6581707516620796,0.03212539074652321,2,True
0.6886979656894798,0.7228324463340938,0.034134480644613996,0.6710719156445225,0.034134480644613996,2,True
0.7027004672538621,0.7382486059510218,0.03554813869715967,0.6821668560461019,0.03554813869715967,2,True
0.6914266620210077,0.7258551970971201,0.03442853507611243,0.67320666483823,0.03442853507611243,2,True
0.682865223941403,0.7163417562320545,0.033476532290651506,0.6665531574203029,0.033476532290651506,2,True
0.6826968352408798,0.7161537851425619,0.03345694990168213,0.6664236010910869,0.03345694990168213,2,True
0.6795866106604318,0.712676009363543,0.03308939870311123,0.6640396942744152,0.03308939870311123,2,True
0.6842956239331535,0.7179371795243921,0.0336415555912386,0.6676557235266549,0.0336415555912386,2,True
0.6656224084434696,0.6969282233976651,0.03130581495419549,0.6535484323558668,0.03130581495419549,2,True
0.6527136434701141,0.6821861290843135,0.029472485614199462,0.6441584698995323,0.029472485614199462,2,True
0.6644338510578259,0.6955780763703676,0.031144225312541685,0.6526714816912177,0.031144225312541685,2,True
0.656567123542126,0.686604682924122,0.030037559381996037,0.6469305119513938,0.030037559381996037,2,True
0.6666996927684987,0.6981506725927471,0.03145097982424838,0.6543454524029876,0.03145097982424838,2,True
0.669096969810098,0.7008665232378135,0.03176955342771548,0.656126462314672,0.03176955342771548,2,True
