Weight,Multiplier,Value,HALT_pct,WAIT_pct,PURIFY_pct,seed
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.1,5e-06,0.0,100.0,0.0,99
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.5,2.5e-05,0.0,0.0,100.0,99
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),1.0,5e-05,0.0,0.0,100.0,99
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),2.0,0.0001,0.0,0.0,100.0,99
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),5.0,0.00025,0.0,0.0,100.0,99
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),10.0,0.0005,0.0,0.0,100.0,99
C_failure (FAILURE_COST_J),0.1,2e-07,0.0,0.0,100.0,99
C_failure (FAILURE_COST_J),0.5,1e-06,0.0,0.0,100.0,99
C_failure (FAILURE_COST_J),1.0,2e-06,0.0,0.0,100.0,99
C_failure (FAILURE_COST_J),2.0,4e-06,0.0,0.0,100.0,99
C_failure (FAILURE_COST_J),5.0,1e-05,0.0,0.0,100.0,99
C_failure (FAILURE_COST_J),10.0,2e-05,0.0,0.0,100.0,99
C_QPU (E_QPU_PER_GATE_J),0.1,1e-07,0.0,0.4149377593360996,99.5850622406639,555
C_QPU (E_QPU_PER_GATE_J),0.5,5e-07,0.0,0.4149377593360996,99.5850622406639,555
C_QPU (E_QPU_PER_GATE_J),1.0,1e-06,0.0,0.8298755186721992,99.1701244813278,555
C_QPU (E_QPU_PER_GATE_J),2.0,2e-06,0.0,5.394190871369295,94.6058091286307,555
C_QPU (E_QPU_PER_GATE_J),5.0,5e-06,0.0,25.311203319502077,74.68879668049793,555
C_QPU (E_QPU_PER_GATE_J),10.0,1e-05,0.0,100.0,0.0,555
C_latency (WAIT_LATENCY_COST_PER_S),0.1,0.0001,0.0,0.8298755186721992,99.1701244813278,555
C_latency (WAIT_LATENCY_COST_PER_S),0.5,0.0005,0.0,0.8298755186721992,99.1701244813278,555
C_latency (WAIT_LATENCY_COST_PER_S),1.0,0.001,0.0,0.8298755186721992,99.1701244813278,555
C_latency (WAIT_LATENCY_COST_PER_S),2.0,0.002,0.0,0.8298755186721992,99.1701244813278,555
C_latency (WAIT_LATENCY_COST_PER_S),5.0,0.005,0.0,0.8298755186721992,99.1701244813278,555
C_latency (WAIT_LATENCY_COST_PER_S),10.0,0.01,0.0,0.8298755186721992,99.1701244813278,555
C_energy (P_INFERENCE_EDGE_W),0.1,0.01,0.0,0.8298755186721992,99.1701244813278,555
C_energy (P_INFERENCE_EDGE_W),0.5,0.05,0.0,0.8298755186721992,99.1701244813278,555
C_energy (P_INFERENCE_EDGE_W),1.0,0.1,0.0,0.8298755186721992,99.1701244813278,555
C_energy (P_INFERENCE_EDGE_W),2.0,0.2,0.0,0.8298755186721992,99.1701244813278,555
C_energy (P_INFERENCE_EDGE_W),5.0,0.5,0.0,0.8298755186721992,99.1701244813278,555
C_energy (P_INFERENCE_EDGE_W),10.0,1.0,0.0,0.8298755186721992,99.1701244813278,555
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.1,5e-06,0.0,100.0,0.0,555
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.5,2.5e-05,0.0,6.639004149377594,93.3609958506224,555
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),1.0,5e-05,0.0,0.8298755186721992,99.1701244813278,555
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),2.0,0.0001,0.0,0.4149377593360996,99.5850622406639,555
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),5.0,0.00025,0.0,0.0,100.0,555
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),10.0,0.0005,0.0,0.0,100.0,555
C_failure (FAILURE_COST_J),0.1,2e-07,0.0,0.8298755186721992,99.1701244813278,555
C_failure (FAILURE_COST_J),0.5,1e-06,0.0,0.8298755186721992,99.1701244813278,555
C_failure (FAILURE_COST_J),1.0,2e-06,0.0,0.8298755186721992,99.1701244813278,555
C_failure (FAILURE_COST_J),2.0,4e-06,0.0,1.2448132780082988,98.7551867219917,555
C_failure (FAILURE_COST_J),5.0,1e-05,0.0,1.6597510373443984,98.3402489626556,555
C_failure (FAILURE_COST_J),10.0,2e-05,0.0,4.356846473029045,95.64315352697096,555
C_QPU (E_QPU_PER_GATE_J),0.1,1e-07,0.0,0.0,100.0,8080
C_QPU (E_QPU_PER_GATE_J),0.5,5e-07,0.0,0.0,100.0,8080
C_QPU (E_QPU_PER_GATE_J),1.0,1e-06,0.0,0.0,100.0,8080
C_QPU (E_QPU_PER_GATE_J),2.0,2e-06,0.0,0.0,100.0,8080
C_QPU (E_QPU_PER_GATE_J),5.0,5e-06,0.0,6.719367588932807,93.2806324110672,8080
C_QPU (E_QPU_PER_GATE_J),10.0,1e-05,0.0,100.0,0.0,8080
C_latency (WAIT_LATENCY_COST_PER_S),0.1,0.0001,0.0,0.0,100.0,8080
C_latency (WAIT_LATENCY_COST_PER_S),0.5,0.0005,0.0,0.0,100.0,8080
C_latency (WAIT_LATENCY_COST_PER_S),1.0,0.001,0.0,0.0,100.0,8080
C_latency (WAIT_LATENCY_COST_PER_S),2.0,0.002,0.0,0.0,100.0,8080
C_latency (WAIT_LATENCY_COST_PER_S),5.0,0.005,0.0,0.0,100.0,8080
C_latency (WAIT_LATENCY_COST_PER_S),10.0,0.01,0.0,0.0,100.0,8080
C_energy (P_INFERENCE_EDGE_W),0.1,0.01,0.0,0.0,100.0,8080
C_energy (P_INFERENCE_EDGE_W),0.5,0.05,0.0,0.0,100.0,8080
C_energy (P_INFERENCE_EDGE_W),1.0,0.1,0.0,0.0,100.0,8080
C_energy (P_INFERENCE_EDGE_W),2.0,0.2,0.0,0.0,100.0,8080
C_energy (P_INFERENCE_EDGE_W),5.0,0.5,0.0,0.0,100.0,8080
C_energy (P_INFERENCE_EDGE_W),10.0,1.0,0.0,0.0,100.0,8080
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.1,5e-06,0.0,100.0,0.0,8080
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.5,2.5e-05,0.0,0.0,100.0,8080
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),1.0,5e-05,0.0,0.0,100.0,8080
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),2.0,0.0001,0.0,0.0,100.0,8080
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),5.0,0.00025,0.0,0.0,100.0,8080
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),10.0,0.0005,0.0,0.0,100.0,8080
C_failure (FAILURE_COST_J),0.1,2e-07,0.0,0.0,100.0,8080
C_failure (FAILURE_COST_J),0.5,1e-06,0.0,0.0,100.0,8080
C_failure (FAILURE_COST_J),1.0,2e-06,0.0,0.0,100.0,8080
C_failure (FAILURE_COST_J),2.0,4e-06,0.0,0.0,100.0,8080
C_failure (FAILURE_COST_J),5.0,1e-05,0.0,0.0,100.0,8080
C_failure (FAILURE_COST_J),10.0,2e-05,0.0,0.0,100.0,8080
C_QPU (E_QPU_PER_GATE_J),0.1,1e-07,0.0,0.381679389312977,99.61832061068702,271828
C_QPU (E_QPU_PER_GATE_J),0.5,5e-07,0.0,0.5725190839694656,99.42748091603052,271828
C_QPU (E_QPU_PER_GATE_J),1.0,1e-06,0.0,0.5725190839694656,99.42748091603052,271828
C_QPU (E_QPU_PER_GATE_J),2.0,2e-06,0.0,0.5725190839694656,99.42748091603052,271828
C_QPU (E_QPU_PER_GATE_J),5.0,5e-06,0.0,0.5725190839694656,99.42748091603052,271828
C_QPU (E_QPU_PER_GATE_J),10.0,1e-05,0.0,100.0,0.0,271828
C_latency (WAIT_LATENCY_COST_PER_S),0.1,0.0001,0.0,0.5725190839694656,99.42748091603052,271828
C_latency (WAIT_LATENCY_COST_PER_S),0.5,0.0005,0.0,0.5725190839694656,99.42748091603052,271828
C_latency (WAIT_LATENCY_COST_PER_S),1.0,0.001,0.0,0.5725190839694656,99.42748091603052,271828
C_latency (WAIT_LATENCY_COST_PER_S),2.0,0.002,0.0,0.5725190839694656,99.42748091603052,271828
C_latency (WAIT_LATENCY_COST_PER_S),5.0,0.005,0.0,0.5725190839694656,99.42748091603052,271828
C_latency (WAIT_LATENCY_COST_PER_S),10.0,0.01,0.0,0.5725190839694656,99.42748091603052,271828
C_energy (P_INFERENCE_EDGE_W),0.1,0.01,0.0,0.5725190839694656,99.42748091603052,271828
C_energy (P_INFERENCE_EDGE_W),0.5,0.05,0.0,0.5725190839694656,99.42748091603052,271828
C_energy (P_INFERENCE_EDGE_W),1.0,0.1,0.0,0.5725190839694656,99.42748091603052,271828
C_energy (P_INFERENCE_EDGE_W),2.0,0.2,0.0,0.5725190839694656,99.42748091603052,271828
C_energy (P_INFERENCE_EDGE_W),5.0,0.5,0.0,0.5725190839694656,99.42748091603052,271828
C_energy (P_INFERENCE_EDGE_W),10.0,1.0,0.0,0.5725190839694656,99.42748091603052,271828
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.1,5e-06,0.0,100.0,0.0,271828
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),0.5,2.5e-05,0.0,0.5725190839694656,99.42748091603052,271828
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),1.0,5e-05,0.0,0.5725190839694656,99.42748091603052,271828
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),2.0,0.0001,0.0,0.5725190839694656,99.42748091603052,271828
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),5.0,0.00025,0.0,0.1908396946564885,99.80916030534353,271828
C_fidelity (VALUE_MISSED_GOOD_PAIR_J),10.0,0.0005,0.0,0.0,100.0,271828
C_failure (FAILURE_COST_J),0.1,2e-07,0.0,0.5725190839694656,99.42748091603052,271828
C_failure (FAILURE_COST_J),0.5,1e-06,0.0,0.5725190839694656,99.42748091603052,271828
C_failure (FAILURE_COST_J),1.0,2e-06,0.0,0.5725190839694656,99.42748091603052,271828
C_failure (FAILURE_COST_J),2.0,4e-06,0.0,0.5725190839694656,99.42748091603052,271828
C_failure (FAILURE_COST_J),5.0,1e-05,0.0,0.5725190839694656,99.42748091603052,271828
C_failure (FAILURE_COST_J),10.0,2e-05,0.0,0.5725190839694656,99.42748091603052,271828
C_QPU (E_QPU_PER_GATE_J),0.1,1e-07,0.0,0.0,100.0,16180
C_QPU (E_QPU_PER_GATE_J),0.5,5e-07,0.0,0.0,100.0,16180
C_QPU (E_QPU_PER_GATE_J),1.0,1e-06,0.0,0.0,100.0,16180
C_QPU (E_QPU_PER_GATE_J),2.0,2e-06,0.0,0.0,100.0,16180
C_QPU (E_QPU_PER_GATE_J),5.0,5e-06,0.0,1.1320754716981132,98.86792452830188,16180
C_QPU (E_QPU_PER_GATE_J),10.0,1e-05,0.0,100.0,0.0,16180
C_latency (WAIT_LATENCY_COST_PER_S),0.1,0.0001,0.0,0.0,100.0,16180
C_latency (WAIT_LATENCY_COST_PER_S),0.5,0.0005,0.0,0.0,100.0,16180
C_latency (WAIT_LATENCY_COST_PER_S),1.0,0.001,0.0,0.0,100.0,16180
C_latency (WAIT_LATENCY_COST_PER_S),2.0,0.002,0.0,0.0,100.0,16180
C_latency (WAIT_LATENCY_COST_PER_S),5.0,0.005,0.0,0.0,100.0,16180
C_latency (WAIT_LATENCY_COST_PER_S),10.0,0.01,0.0,0.0,100.0,16180
C_energy (P_INFERENCE_EDGE_W),0.1,0.01,0.0,0.0,100.0,16180
